gender_Female,gender_Male,age_high,age_low,hours_per_week_high,hours_per_week_low,capital_gain_0,capital_gain_>0,occupation_White-Collar,education_Some-college,education_HS-grad,education_Bachelors,capital_loss_>0,capital_loss_0,occupation_Service,workclass_Private,occupation_Blue-Collar,income
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1
0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0
1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0
0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
