gender_Female,gender_Male,age_high,age_low,hours_per_week_high,hours_per_week_low,occupation_Service,education_Some-college,education_Bachelors,capital_gain_0,workclass_Private,capital_loss_0,occupation_Blue-Collar,education_HS-grad,occupation_White-Collar,income
1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0
0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1
1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0
1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1
0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0
1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0
1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0
1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1
1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1
1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0
1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0
1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1
0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0
1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1
1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1
1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1
0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1
0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1
0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1
1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1
0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1
0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0
0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1
1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1
1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0
0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0
1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1
0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1
0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0
0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0
0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0
1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1
0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1
0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1
1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1
0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0
0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1
0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0
1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1
1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
