credit_rating,account_balance,credit_duration_months,previous_credit_payment_status,credit_purpose,credit_amount,savings,employment_duration,installment_rate(perc_disp_income),marital_status,guarantor,residence_duration,current_assets,age,other_credits,apartment_type,bank_credits,occupation,dependents,telephone_yes,foreign_worker_yes,telephone_no,foreign_worker_no
1,na,18,other_credits_existing,car(new),1055,little,<1_year,4,female:divorced/married,none,1,life_insurance,30,none,own,2,skilled-employee,1,0,1,1,0
1,little,30,no_credits_taken,business,8072,na,<1_year,2,male:single,none,3,car_other,25,bank,own,3,skilled-employee,1,0,1,1,0
1,na,30,other_credits_existing,radio/television,2831,little,1<_<4_year,4,female:divorced/married,none,2,car_other,33,none,own,1,skilled-employee,1,1,1,0,0
1,na,9,existing_credits_paid_till_now,business,1449,little,4<_<7_year,3,female:divorced/married,none,2,car_other,27,none,own,2,skilled-employee,1,0,1,1,0
1,na,36,existing_credits_paid_till_now,business,5742,moderate,4<_<7_year,2,male:single,none,2,car_other,31,none,own,2,skilled-employee,1,1,1,0,0
1,na,12,existing_credits_paid_till_now,car(new),2390,na,>7_year,4,male:single,none,3,car_other,50,none,own,1,skilled-employee,1,1,1,0,0
1,na,24,existing_credits_paid_till_now,radio/television,3430,quite_rich,>7_year,3,male:single,none,2,car_other,31,none,own,1,skilled-employee,2,1,1,0,0
1,moderate,36,existing_credits_paid_till_now,education,2273,little,4<_<7_year,3,male:single,none,1,car_other,32,none,own,2,skilled-employee,2,0,1,1,0
1,rich,21,existing_credits_paid_till_now,car(new),2923,moderate,1<_<4_year,1,female:divorced/married,none,1,car_other,28,bank,own,1,highly-qualified,1,1,1,0,0
1,na,24,existing_credits_paid_till_now,radio/television,1901,moderate,1<_<4_year,4,male:single,none,4,car_other,29,none,rent,1,highly-qualified,1,1,1,0,0
1,moderate,36,existing_credits_paid_till_now,education,3711,na,1<_<4_year,2,male:married,none,2,car_other,27,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,48,existing_credits_paid_till_now,car(new),8487,na,4<_<7_year,1,female:divorced/married,none,2,car_other,24,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,car(new),2255,na,<1_year,4,male:single,none,1,life_insurance,54,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,radio/television,1262,little,1<_<4_year,3,male:single,none,2,car_other,25,none,own,1,skilled-employee,1,0,1,1,0
1,na,33,other_credits_existing,car(used),7253,little,4<_<7_year,3,male:single,none,2,car_other,35,none,own,2,highly-qualified,1,1,1,0,0
1,na,6,other_credits_existing,car(new),6761,little,4<_<7_year,1,male:single,none,3,unknown,45,none,own,2,highly-qualified,2,1,1,0,0
1,na,18,other_credits_existing,furniture/equipment,1817,little,1<_<4_year,4,female:divorced/married,none,2,unknown,28,none,own,2,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,radio/television,2141,moderate,4<_<7_year,3,male:single,none,1,unknown,35,none,own,1,skilled-employee,1,0,1,1,0
1,na,48,all_credits_paid_duly,business,3609,little,1<_<4_year,1,female:divorced/married,none,1,real_estate,27,stores,own,1,skilled-employee,1,0,1,1,0
1,na,30,existing_credits_paid_till_now,radio/television,2333,quite_rich,>7_year,4,male:single,none,2,car_other,30,bank,own,1,highly-qualified,1,0,1,1,0
1,na,28,all_credits_paid_duly,car(used),7824,na,<1_year,3,male:single,guarantor,4,real_estate,40,bank,rent,2,skilled-employee,2,1,1,0,0
1,rich,18,all_credits_paid_duly,radio/television,1445,na,4<_<7_year,4,male:single,none,4,car_other,49,bank,own,1,unskilled-resident,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,furniture/equipment,7721,na,<1_year,1,female:divorced/married,none,2,life_insurance,30,none,own,1,skilled-employee,1,1,0,0,1
1,little,21,existing_credits_paid_till_now,car(new),3763,na,4<_<7_year,2,male:single,co-applicant,2,real_estate,24,none,own,1,unskilled-resident,1,0,0,1,1
1,moderate,18,existing_credits_paid_till_now,business,4439,little,>7_year,1,male:single,co-applicant,1,real_estate,33,bank,own,1,highly-qualified,1,1,1,0,0
1,little,12,existing_credits_paid_till_now,radio/television,1107,little,1<_<4_year,2,male:single,none,2,real_estate,20,none,rent,1,highly-qualified,2,1,1,0,0
1,moderate,15,existing_credits_paid_till_now,radio/television,1444,na,<1_year,4,male:single,none,1,life_insurance,23,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,48,all_credits_paid_duly,car(new),12169,na,unemployed,4,male:single,co-applicant,4,unknown,36,none,for_free,1,highly-qualified,1,1,1,0,0
1,na,9,existing_credits_paid_till_now,radio/television,2753,moderate,>7_year,3,male:single,co-applicant,4,car_other,35,none,own,1,skilled-employee,1,1,1,0,0
1,rich,4,existing_credits_paid_till_now,car(new),1494,na,<1_year,1,male:single,none,2,real_estate,29,none,own,1,unskilled-resident,2,0,0,1,1
1,little,24,all_credits_paid_duly,furniture/equipment,2828,quite_rich,1<_<4_year,4,male:single,none,4,real_estate,22,stores,own,1,skilled-employee,1,1,1,0,0
1,little,24,all_credits_paid_duly,furniture/equipment,2483,quite_rich,1<_<4_year,4,male:single,none,4,real_estate,22,stores,own,1,skilled-employee,1,1,1,0,0
1,rich,6,other_credits_existing,car(new),1299,little,1<_<4_year,1,male:single,none,1,real_estate,74,none,own,3,unemployed-non-resident,2,0,0,1,1
1,moderate,9,existing_credits_paid_till_now,car(new),1549,na,<1_year,4,male:single,none,2,real_estate,35,none,own,1,unemployed-non-resident,1,0,1,1,0
1,rich,10,existing_credits_paid_till_now,car(new),3949,little,<1_year,1,male:single,guarantor,1,life_insurance,37,none,own,1,unskilled-resident,2,0,1,1,0
1,na,10,existing_credits_paid_till_now,car(used),2901,na,<1_year,1,female:divorced/married,none,4,real_estate,31,none,rent,1,skilled-employee,1,0,1,1,0
1,rich,6,existing_credits_paid_till_now,car(new),709,rich,<1_year,2,male:married,none,2,real_estate,27,none,own,1,unemployed-non-resident,1,0,0,1,1
1,little,47,existing_credits_paid_till_now,car(new),10722,little,<1_year,1,female:divorced/married,none,1,real_estate,35,none,own,1,unskilled-resident,1,1,1,0,0
1,na,10,existing_credits_paid_till_now,car(new),1287,na,>7_year,4,male:single,co-applicant,2,life_insurance,45,none,own,1,unskilled-resident,1,0,0,1,1
1,little,18,all_credits_paid_duly,radio/television,1940,little,<1_year,3,male:single,co-applicant,4,unknown,36,bank,for_free,1,highly-qualified,1,1,1,0,0
1,rich,30,other_credits_existing,radio/television,3656,na,>7_year,4,male:single,none,4,life_insurance,49,stores,own,2,unskilled-resident,1,0,1,1,0
1,na,24,delay_paying_in_past,car(used),4679,little,4<_<7_year,3,male:single,none,3,car_other,35,none,own,2,unskilled-resident,1,1,1,0,0
1,na,27,delay_paying_in_past,car(used),8613,rich,1<_<4_year,2,male:single,none,2,car_other,27,none,own,2,skilled-employee,1,0,1,1,0
1,little,18,existing_credits_paid_till_now,furniture/equipment,2659,rich,1<_<4_year,4,male:single,none,2,car_other,28,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,other_credits_existing,radio/television,1516,rich,1<_<4_year,4,female:divorced/married,none,1,real_estate,43,none,own,2,unskilled-resident,1,0,1,1,0
1,little,18,existing_credits_paid_till_now,car(new),4380,moderate,1<_<4_year,3,male:single,none,4,car_other,35,none,own,1,unskilled-resident,2,1,1,0,0
1,na,14,delay_paying_in_past,car(new),802,little,1<_<4_year,4,male:single,none,2,car_other,27,none,own,2,unskilled-resident,1,0,1,1,0
1,na,21,existing_credits_paid_till_now,business,1572,rich,>7_year,4,female:divorced/married,none,4,real_estate,36,bank,own,1,unskilled-resident,1,0,1,1,0
1,moderate,48,all_credits_paid_duly,business,3566,moderate,4<_<7_year,4,male:single,none,2,car_other,30,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,radio/television,1278,little,>7_year,4,male:single,none,1,real_estate,36,none,own,1,highly-qualified,1,1,1,0,0
1,na,6,no_credits_taken,radio/television,426,little,>7_year,4,male:married,none,4,car_other,39,none,own,1,unskilled-resident,1,0,1,1,0
1,na,39,existing_credits_paid_till_now,car(used),8588,moderate,>7_year,4,male:single,none,2,car_other,45,none,own,1,highly-qualified,1,1,1,0,0
1,little,30,existing_credits_paid_till_now,car(used),3857,little,1<_<4_year,4,male:divorced,none,4,life_insurance,40,none,own,1,highly-qualified,1,1,1,0,0
0,moderate,12,existing_credits_paid_till_now,car(new),685,little,4<_<7_year,2,male:married,none,3,car_other,25,bank,own,1,unskilled-resident,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,radio/television,1603,little,>7_year,4,female:divorced/married,none,4,car_other,55,none,own,1,skilled-employee,1,0,1,1,0
1,na,21,existing_credits_paid_till_now,furniture/equipment,2241,little,>7_year,4,male:single,none,2,real_estate,50,none,own,2,skilled-employee,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,radio/television,2384,little,>7_year,4,male:single,none,4,real_estate,64,bank,rent,1,unskilled-resident,1,0,1,1,0
1,na,4,existing_credits_paid_till_now,furniture/equipment,601,little,<1_year,1,female:divorced/married,none,3,real_estate,23,none,rent,1,unskilled-resident,2,0,1,1,0
1,na,39,existing_credits_paid_till_now,car(used),2569,quite_rich,1<_<4_year,4,male:single,none,4,car_other,24,none,own,1,skilled-employee,1,0,1,1,0
1,na,15,other_credits_existing,radio/television,1316,quite_rich,1<_<4_year,2,male:married,none,2,life_insurance,47,none,own,2,unskilled-resident,1,0,1,1,0
1,na,60,existing_credits_paid_till_now,car(new),10366,little,>7_year,2,male:single,none,4,life_insurance,42,none,own,1,highly-qualified,1,1,1,0,0
1,na,18,existing_credits_paid_till_now,business,1568,moderate,1<_<4_year,3,female:divorced/married,none,4,life_insurance,24,none,rent,1,unskilled-resident,1,0,1,1,0
1,na,18,other_credits_existing,radio/television,629,quite_rich,>7_year,4,male:single,none,3,life_insurance,32,bank,own,2,highly-qualified,1,1,1,0,0
1,na,6,all_credits_paid_duly,radio/television,1750,quite_rich,>7_year,2,male:single,none,4,life_insurance,45,bank,own,1,unskilled-resident,2,0,1,1,0
1,na,24,existing_credits_paid_till_now,car(used),3488,moderate,4<_<7_year,3,female:divorced/married,none,4,car_other,23,none,own,1,skilled-employee,1,0,1,1,0
1,na,18,other_credits_existing,radio/television,1800,little,1<_<4_year,4,male:single,none,2,car_other,24,none,own,2,skilled-employee,1,0,1,1,0
1,na,24,delay_paying_in_past,furniture/equipment,4151,moderate,1<_<4_year,2,male:single,none,3,life_insurance,35,none,own,2,skilled-employee,1,0,1,1,0
1,moderate,15,existing_credits_paid_till_now,repairs,2631,moderate,1<_<4_year,3,female:divorced/married,none,2,real_estate,25,none,own,1,unskilled-resident,1,0,1,1,0
1,na,21,existing_credits_paid_till_now,car(used),5248,na,1<_<4_year,1,male:single,none,3,car_other,26,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,18,delay_paying_in_past,car(new),2899,na,>7_year,4,male:single,none,4,car_other,43,none,own,1,skilled-employee,2,0,1,1,0
1,moderate,18,delay_paying_in_past,repairs,6204,little,1<_<4_year,2,male:single,none,4,real_estate,44,none,own,1,unskilled-resident,2,1,1,0,0
1,na,12,existing_credits_paid_till_now,radio/television,804,little,>7_year,4,male:single,none,4,car_other,38,none,own,1,skilled-employee,1,0,1,1,0
1,na,36,existing_credits_paid_till_now,radio/television,3595,little,>7_year,4,male:single,none,2,car_other,28,none,own,1,skilled-employee,1,0,1,1,0
1,na,36,other_credits_existing,car(used),5711,rich,>7_year,4,male:single,none,2,car_other,38,none,own,2,highly-qualified,1,1,1,0,0
1,rich,15,existing_credits_paid_till_now,business,2687,little,4<_<7_year,2,male:single,none,4,life_insurance,26,none,rent,1,skilled-employee,1,1,1,0,0
1,little,15,delay_paying_in_past,furniture/equipment,3643,little,>7_year,1,female:divorced/married,none,4,life_insurance,27,none,own,2,unskilled-resident,1,0,1,1,0
1,na,10,other_credits_existing,furniture/equipment,2146,little,<1_year,1,female:divorced/married,none,3,real_estate,23,none,rent,2,skilled-employee,1,0,1,1,0
1,little,10,existing_credits_paid_till_now,radio/television,2315,little,>7_year,3,male:single,none,4,real_estate,52,none,own,1,unskilled-resident,1,0,1,1,0
1,na,5,existing_credits_paid_till_now,business,3448,little,4<_<7_year,1,male:single,none,4,real_estate,74,none,own,1,unskilled-resident,1,0,1,1,0
1,na,15,existing_credits_paid_till_now,furniture/equipment,2708,little,<1_year,2,male:single,none,3,life_insurance,27,bank,own,2,unskilled-resident,1,0,1,1,0
1,na,11,other_credits_existing,car(new),1393,little,<1_year,4,female:divorced/married,none,4,car_other,35,none,own,2,highly-qualified,1,0,1,1,0
1,rich,10,existing_credits_paid_till_now,furniture/equipment,1275,little,<1_year,4,female:divorced/married,none,2,life_insurance,23,none,own,1,skilled-employee,1,0,1,1,0
1,na,9,existing_credits_paid_till_now,furniture/equipment,1313,little,>7_year,1,male:single,none,4,car_other,20,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,radio/television,1493,little,<1_year,4,female:divorced/married,none,3,car_other,34,none,own,1,skilled-employee,2,0,1,1,0
1,na,22,existing_credits_paid_till_now,radio/television,2675,quite_rich,>7_year,3,male:single,none,4,car_other,40,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,9,existing_credits_paid_till_now,radio/television,2118,little,1<_<4_year,2,male:single,none,2,real_estate,37,none,own,1,unskilled-resident,2,0,1,1,0
1,na,36,existing_credits_paid_till_now,car(new),909,quite_rich,>7_year,4,male:single,none,4,life_insurance,36,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,furniture/equipment,1258,little,<1_year,2,female:divorced/married,none,4,life_insurance,22,none,rent,2,unskilled-resident,1,0,1,1,0
1,na,15,all_credits_paid_duly,radio/television,1569,moderate,>7_year,4,male:single,none,4,car_other,34,bank,own,1,unskilled-resident,2,0,1,1,0
1,na,6,existing_credits_paid_till_now,car(used),1236,quite_rich,1<_<4_year,2,male:single,none,4,life_insurance,50,none,rent,1,skilled-employee,1,0,1,1,0
1,na,36,delay_paying_in_past,furniture/equipment,7678,quite_rich,4<_<7_year,2,female:divorced/married,none,4,car_other,40,none,own,2,skilled-employee,1,1,1,0,0
1,na,6,existing_credits_paid_till_now,repairs,660,quite_rich,4<_<7_year,2,male:married,none,4,real_estate,23,none,rent,1,unskilled-resident,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,furniture/equipment,2835,quite_rich,>7_year,3,male:single,none,4,life_insurance,53,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,car(used),2670,little,>7_year,4,male:single,none,4,car_other,35,none,own,1,highly-qualified,1,1,1,0,0
1,na,12,all_credits_paid_duly,retraining,3447,quite_rich,1<_<4_year,4,female:divorced/married,none,3,real_estate,35,none,own,1,unskilled-resident,2,0,1,1,0
1,na,15,existing_credits_paid_till_now,radio/television,3568,little,>7_year,4,female:divorced/married,none,2,car_other,54,bank,rent,1,highly-qualified,1,1,1,0,0
1,moderate,21,other_credits_existing,business,3652,little,4<_<7_year,2,male:single,none,3,life_insurance,27,none,own,2,skilled-employee,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,radio/television,3660,little,1<_<4_year,2,female:divorced/married,none,4,car_other,28,none,own,1,skilled-employee,1,0,1,1,0
1,rich,9,existing_credits_paid_till_now,radio/television,1126,moderate,>7_year,2,male:divorced,none,4,real_estate,49,none,own,1,skilled-employee,1,0,1,1,0
1,rich,6,delay_paying_in_past,radio/television,683,little,<1_year,2,female:divorced/married,none,1,life_insurance,29,bank,own,1,skilled-employee,1,0,1,1,0
1,rich,12,existing_credits_paid_till_now,furniture/equipment,2251,little,1<_<4_year,1,female:divorced/married,none,2,car_other,46,none,own,1,unskilled-resident,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,car(used),4675,na,<1_year,1,female:divorced/married,none,4,car_other,20,none,rent,1,skilled-employee,1,0,1,1,0
1,moderate,21,delay_paying_in_past,car(new),2353,little,1<_<4_year,1,male:divorced,none,4,life_insurance,47,none,own,2,skilled-employee,1,0,1,1,0
1,little,21,existing_credits_paid_till_now,radio/television,3357,rich,<1_year,4,female:divorced/married,none,2,car_other,29,bank,own,1,skilled-employee,1,0,1,1,0
1,na,6,existing_credits_paid_till_now,car(new),672,little,unemployed,1,female:divorced/married,none,4,real_estate,54,none,own,1,unemployed-non-resident,1,1,1,0,0
1,little,6,other_credits_existing,radio/television,338,quite_rich,>7_year,4,male:single,none,4,car_other,52,none,own,2,skilled-employee,1,0,1,1,0
1,na,9,existing_credits_paid_till_now,radio/television,2697,little,1<_<4_year,1,male:single,none,2,real_estate,32,none,own,1,skilled-employee,2,0,1,1,0
1,na,9,existing_credits_paid_till_now,car(new),2507,quite_rich,>7_year,2,male:single,none,4,unknown,51,none,for_free,1,unskilled-resident,1,0,1,1,0
1,na,15,delay_paying_in_past,radio/television,1478,little,1<_<4_year,4,male:married,none,3,real_estate,33,bank,own,2,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,education,3565,na,<1_year,2,male:single,none,1,life_insurance,37,none,own,2,unskilled-resident,2,0,1,1,0
1,na,15,existing_credits_paid_till_now,furniture/equipment,2221,quite_rich,1<_<4_year,2,female:divorced/married,none,4,car_other,20,none,rent,1,skilled-employee,1,0,1,1,0
1,na,6,other_credits_existing,radio/television,1898,na,1<_<4_year,1,male:single,none,2,real_estate,34,none,own,2,unskilled-resident,2,0,1,1,0
1,moderate,6,delay_paying_in_past,business,1449,moderate,>7_year,1,male:divorced,none,2,car_other,31,bank,own,2,skilled-employee,2,0,1,1,0
1,na,15,delay_paying_in_past,furniture/equipment,960,rich,4<_<7_year,3,female:divorced/married,none,2,life_insurance,30,none,own,2,skilled-employee,1,0,1,1,0
1,na,36,existing_credits_paid_till_now,car(used),8133,little,1<_<4_year,1,female:divorced/married,none,2,life_insurance,30,bank,own,1,skilled-employee,1,0,1,1,0
1,na,9,existing_credits_paid_till_now,furniture/equipment,2301,moderate,<1_year,2,female:divorced/married,none,4,life_insurance,22,none,rent,1,skilled-employee,1,0,1,1,0
1,na,6,delay_paying_in_past,business,1743,moderate,1<_<4_year,1,male:single,none,2,real_estate,34,none,own,2,unskilled-resident,1,0,1,1,0
1,moderate,12,existing_credits_paid_till_now,furniture/equipment,983,rich,<1_year,1,female:divorced/married,none,4,real_estate,19,none,rent,1,unskilled-resident,1,0,1,1,0
1,na,18,delay_paying_in_past,radio/television,2320,little,unemployed,2,male:married,none,3,real_estate,34,none,own,2,skilled-employee,1,0,1,1,0
1,little,12,all_credits_paid_duly,retraining,339,little,>7_year,4,male:married,none,1,car_other,45,bank,own,1,unskilled-resident,1,0,1,1,0
1,rich,24,existing_credits_paid_till_now,radio/television,5152,little,4<_<7_year,4,male:single,none,2,car_other,25,bank,own,1,skilled-employee,1,0,1,1,0
1,rich,24,existing_credits_paid_till_now,furniture/equipment,3749,little,<1_year,2,female:divorced/married,none,4,car_other,26,none,own,1,skilled-employee,1,0,1,1,0
1,na,9,other_credits_existing,radio/television,3074,na,1<_<4_year,1,male:single,none,2,real_estate,33,none,own,2,skilled-employee,2,0,1,1,0
0,rich,9,existing_credits_paid_till_now,radio/television,745,little,1<_<4_year,3,female:divorced/married,none,2,real_estate,28,none,own,1,unskilled-resident,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,car(new),1469,moderate,>7_year,4,male:married,none,4,real_estate,41,none,rent,1,unskilled-resident,1,0,1,1,0
1,little,6,existing_credits_paid_till_now,furniture/equipment,1374,little,1<_<4_year,1,male:single,none,2,real_estate,36,bank,own,1,unskilled-resident,1,1,1,0,0
1,na,6,all_credits_paid_duly,car(new),783,na,1<_<4_year,1,male:single,guarantor,2,real_estate,26,stores,own,1,unskilled-resident,2,0,1,1,0
1,little,21,existing_credits_paid_till_now,radio/television,2606,little,<1_year,4,female:divorced/married,none,4,life_insurance,28,none,rent,1,highly-qualified,1,1,1,0,0
1,na,54,no_credits_taken,car(used),9436,na,1<_<4_year,2,male:single,none,2,life_insurance,39,none,own,1,unskilled-resident,2,0,1,1,0
1,na,12,other_credits_existing,radio/television,930,na,>7_year,4,male:single,none,4,real_estate,65,none,own,4,skilled-employee,1,0,1,1,0
1,na,48,other_credits_existing,car(used),2751,na,>7_year,4,male:single,none,3,car_other,38,none,own,2,skilled-employee,2,1,1,0,0
1,na,6,other_credits_existing,car(new),250,rich,1<_<4_year,2,female:divorced/married,none,2,real_estate,41,bank,own,2,unskilled-resident,1,0,1,1,0
1,moderate,24,existing_credits_paid_till_now,car(new),1201,little,<1_year,4,male:single,none,1,life_insurance,26,none,own,1,skilled-employee,1,0,1,1,0
1,little,6,existing_credits_paid_till_now,car(new),662,little,<1_year,3,male:single,none,4,real_estate,41,none,own,1,unskilled-resident,2,1,1,0,0
1,na,15,existing_credits_paid_till_now,car(used),1300,na,>7_year,4,male:single,none,4,unknown,45,bank,for_free,1,skilled-employee,2,0,1,1,0
1,na,24,all_credits_paid_duly,business,1559,little,4<_<7_year,4,male:single,none,4,car_other,40,bank,own,1,skilled-employee,1,1,1,0,0
1,rich,12,existing_credits_paid_till_now,radio/television,3016,little,1<_<4_year,3,male:married,none,1,car_other,24,none,own,1,skilled-employee,1,0,1,1,0
1,na,15,other_credits_existing,radio/television,1360,little,1<_<4_year,4,male:single,none,2,life_insurance,31,none,own,2,skilled-employee,1,0,1,1,0
1,na,6,no_credits_taken,car(new),1204,moderate,1<_<4_year,4,male:single,none,1,unknown,35,bank,rent,1,skilled-employee,1,0,0,1,1
1,na,10,existing_credits_paid_till_now,car(new),1597,quite_rich,1<_<4_year,3,male:single,none,2,unknown,40,none,rent,1,unskilled-resident,2,0,0,1,1
1,na,12,existing_credits_paid_till_now,radio/television,2073,moderate,1<_<4_year,4,female:divorced/married,co-applicant,2,real_estate,28,none,own,1,skilled-employee,1,0,1,1,0
1,na,11,existing_credits_paid_till_now,business,2142,rich,>7_year,1,male:divorced,none,2,real_estate,28,none,own,1,skilled-employee,1,1,1,0,0
1,little,10,other_credits_existing,furniture/equipment,2132,na,<1_year,2,female:divorced/married,co-applicant,3,real_estate,27,none,rent,2,skilled-employee,1,0,0,1,1
1,na,10,existing_credits_paid_till_now,car(new),1546,little,1<_<4_year,3,male:single,none,2,real_estate,31,none,own,1,unskilled-resident,2,0,0,1,1
1,na,24,other_credits_existing,car(new),1287,rich,>7_year,4,female:divorced/married,none,4,real_estate,37,none,own,2,skilled-employee,1,1,1,0,0
1,na,10,existing_credits_paid_till_now,car(new),1418,moderate,1<_<4_year,3,male:single,none,2,real_estate,35,none,rent,1,unskilled-resident,1,0,0,1,1
1,rich,6,other_credits_existing,car(new),1343,little,>7_year,1,male:single,none,4,real_estate,46,none,own,2,skilled-employee,2,0,0,1,1
1,na,18,existing_credits_paid_till_now,car(new),2662,na,4<_<7_year,4,male:single,none,3,life_insurance,32,none,own,1,skilled-employee,1,0,0,1,1
1,na,18,other_credits_existing,radio/television,6070,little,>7_year,3,male:single,none,4,car_other,33,none,own,2,skilled-employee,1,1,1,0,0
1,na,24,other_credits_existing,education,1927,na,1<_<4_year,3,female:divorced/married,none,2,car_other,33,none,own,2,skilled-employee,1,1,1,0,0
1,na,18,other_credits_existing,radio/television,2404,little,1<_<4_year,2,female:divorced/married,none,2,car_other,26,none,own,2,skilled-employee,1,0,1,1,0
1,na,6,other_credits_existing,radio/television,1554,little,4<_<7_year,1,female:divorced/married,none,2,car_other,24,none,rent,2,skilled-employee,1,1,1,0,0
1,na,22,existing_credits_paid_till_now,car(new),1283,na,4<_<7_year,4,female:divorced/married,none,4,life_insurance,25,none,rent,1,skilled-employee,1,0,1,1,0
1,na,24,delay_paying_in_past,car(new),717,na,>7_year,4,male:married,none,4,car_other,54,none,own,2,skilled-employee,1,1,1,0,0
1,little,24,existing_credits_paid_till_now,furniture/equipment,1747,little,<1_year,4,male:single,co-applicant,1,life_insurance,24,none,own,1,unskilled-resident,1,0,0,1,1
1,little,9,other_credits_existing,repairs,1288,moderate,>7_year,3,male:single,guarantor,4,real_estate,48,none,own,2,skilled-employee,2,0,0,1,1
1,little,10,other_credits_existing,car(new),1038,little,4<_<7_year,4,male:single,co-applicant,3,life_insurance,49,none,own,2,skilled-employee,1,1,1,0,0
1,na,10,existing_credits_paid_till_now,car(used),2848,moderate,1<_<4_year,1,male:single,co-applicant,2,real_estate,32,none,own,1,skilled-employee,2,0,1,1,0
1,na,12,existing_credits_paid_till_now,car(used),1413,rich,4<_<7_year,3,male:single,none,2,life_insurance,55,none,own,1,skilled-employee,1,0,0,1,1
1,na,30,other_credits_existing,radio/television,3077,na,>7_year,3,male:single,none,2,car_other,40,none,own,2,skilled-employee,2,1,1,0,0
1,little,24,all_credits_paid_duly,car(used),3632,little,1<_<4_year,1,female:divorced/married,guarantor,4,car_other,22,bank,rent,1,skilled-employee,1,0,0,1,1
1,na,18,other_credits_existing,car(used),3229,na,unemployed,2,male:single,none,4,unknown,38,none,own,1,highly-qualified,1,1,1,0,0
1,na,9,existing_credits_paid_till_now,car(new),3577,moderate,1<_<4_year,1,male:single,guarantor,2,real_estate,26,none,rent,1,skilled-employee,2,0,0,1,1
1,na,12,other_credits_existing,car(new),682,moderate,4<_<7_year,4,female:divorced/married,none,3,car_other,51,none,own,2,skilled-employee,1,1,1,0,0
1,na,10,existing_credits_paid_till_now,radio/television,1924,little,1<_<4_year,1,male:single,none,4,life_insurance,38,none,own,1,skilled-employee,1,1,0,0,1
1,na,10,existing_credits_paid_till_now,education,727,quite_rich,>7_year,4,male:single,none,4,unknown,46,none,for_free,1,skilled-employee,1,1,1,0,0
1,rich,10,other_credits_existing,car(new),781,little,>7_year,4,male:single,none,4,unknown,63,none,for_free,2,skilled-employee,1,1,1,0,0
1,little,12,other_credits_existing,car(new),2121,little,1<_<4_year,4,male:single,none,2,life_insurance,30,none,own,2,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,education,701,little,1<_<4_year,4,male:single,none,2,car_other,32,none,own,2,skilled-employee,1,0,1,1,0
1,na,10,other_credits_existing,furniture/equipment,2069,na,1<_<4_year,2,male:married,none,1,car_other,26,none,own,2,skilled-employee,1,0,0,1,1
1,na,24,existing_credits_paid_till_now,car(new),1525,rich,4<_<7_year,4,female:divorced/married,none,3,car_other,34,none,own,1,skilled-employee,2,1,1,0,0
1,na,48,other_credits_existing,business,7629,na,>7_year,4,male:divorced,none,2,car_other,46,bank,own,2,highly-qualified,2,0,1,1,0
0,little,12,other_credits_existing,car(new),3499,little,1<_<4_year,3,female:divorced/married,co-applicant,2,real_estate,29,none,own,2,skilled-employee,1,0,1,1,0
1,na,6,existing_credits_paid_till_now,radio/television,1346,moderate,>7_year,2,male:single,none,4,unknown,42,bank,for_free,1,skilled-employee,2,1,1,0,0
1,na,36,other_credits_existing,car(used),10477,na,>7_year,2,male:single,none,4,unknown,42,none,for_free,2,skilled-employee,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,car(used),2924,little,1<_<4_year,3,male:single,guarantor,4,unknown,63,bank,own,1,skilled-employee,2,1,1,0,0
1,na,10,other_credits_existing,car(new),1231,little,>7_year,3,male:single,none,4,real_estate,32,none,own,2,unskilled-resident,2,0,0,1,1
1,rich,18,existing_credits_paid_till_now,car(new),1961,little,>7_year,3,female:divorced/married,none,2,car_other,23,none,own,1,highly-qualified,1,0,1,1,0
1,na,15,other_credits_existing,car(new),5045,na,>7_year,1,female:divorced/married,none,4,car_other,59,none,own,1,skilled-employee,1,1,1,0,0
1,na,12,other_credits_existing,car(new),1255,little,>7_year,4,male:single,none,4,real_estate,61,none,own,2,unskilled-resident,1,0,1,1,0
1,little,12,existing_credits_paid_till_now,furniture/equipment,1858,little,<1_year,4,female:divorced/married,none,1,car_other,22,none,rent,1,skilled-employee,1,0,1,1,0
