age,workclass,education,maritalStatus,occupation,relationship,race,gender,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,income
58,selfEmployed,masters_doctorate,married,other,notInFamily,White,Female,0,0,15,USA,0
32,private,associates,married,blueCollar,husband,White,Male,0,0,50,USA,0
23,private,hs_grad,single,sales,ownChild,White,Female,0,0,12,USA,0
48,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
33,private,hs_grad,married,other,notInFamily,White,Male,0,0,70,USA,0
48,private,bachelors,single,professional,notInFamily,White,Female,0,0,45,notUSA,0
55,private,hs_grad,married,other,notInFamily,White,Female,2202,0,35,notUSA,0
40,otherGov,associates,single,whiteCollar,unmarried,AmerIndianEskimo,Female,0,0,40,USA,0
50,private,hs_grad,married,professional,husband,White,Male,0,0,40,USA,0
52,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,35,USA,0
19,private,hs_grad,single,other,notInFamily,White,Female,0,0,30,USA,0
55,selfEmployed,dropout,married,sales,husband,White,Male,7688,0,50,USA,1
36,selfEmployed,prof_school,married,sales,husband,White,Male,0,0,30,USA,1
39,private,bachelors,married,professional,unmarried,AsianPacIslander,Female,0,0,40,notUSA,1
22,private,hs_grad,single,other,unmarried,White,Female,0,0,40,USA,0
44,private,bachelors,married,whiteCollar,husband,White,Male,7688,0,50,USA,1
34,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,1408,38,USA,0
33,private,hs_grad,married,other,husband,White,Male,0,0,50,USA,0
55,private,masters_doctorate,married,professional,notInFamily,White,Female,14084,0,40,USA,1
35,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,45,USA,1
50,private,dropout,married,blueCollar,notInFamily,White,Female,0,0,40,USA,0
43,private,hs_grad,married,other,unmarried,Black,Female,0,0,40,USA,0
29,private,associates,single,other,notInFamily,White,Male,0,0,40,USA,0
56,private,hs_grad,married,blueCollar,husband,Black,Male,0,0,40,USA,0
33,private,bachelors,married,professional,husband,White,Male,99999,0,40,USA,1
24,private,hs_grad,married,sales,husband,White,Male,0,0,50,USA,0
46,private,associates,married,sales,unmarried,White,Female,0,0,40,USA,0
60,selfEmployed,hs_grad,married,other,wife,White,Female,15024,0,15,USA,1
48,selfEmployed,masters_doctorate,married,other,husband,White,Male,0,0,40,USA,0
65,otherGov,dropout,married,blueCollar,husband,White,Male,0,0,35,USA,0
29,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,1408,40,USA,0
42,private,hs_grad,married,blueCollar,husband,White,Male,0,1740,43,USA,0
44,private,prof_school,married,professional,husband,White,Male,0,0,50,USA,1
73,selfEmployed,hs_grad,married,sales,husband,White,Male,0,0,6,USA,1
21,private,hs_grad,single,other,notInFamily,White,Female,0,0,50,USA,0
32,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,1902,55,USA,1
43,fedGov,masters_doctorate,married,other,husband,White,Male,0,0,35,USA,1
21,private,hs_grad,single,blueCollar,notInFamily,Black,Male,0,0,32,USA,0
30,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,20,USA,0
54,private,bachelors,married,other,husband,White,Male,0,0,48,USA,0
19,private,hs_grad,single,other,ownChild,White,Female,0,0,15,USA,0
55,otherGov,hs_grad,married,other,wife,White,Female,0,0,37,USA,0
20,private,hs_grad,single,sales,ownChild,White,Female,0,0,28,USA,0
53,private,bachelors,married,whiteCollar,husband,White,Male,0,0,40,notUSA,0
51,private,masters_doctorate,single,professional,notInFamily,White,Male,0,0,55,USA,1
33,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
62,private,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
24,selfEmployed,hs_grad,single,other,ownChild,White,Male,0,0,30,USA,0
17,selfEmployed,dropout,single,sales,ownChild,White,Female,0,0,40,USA,0
26,private,hs_grad,single,other,notInFamily,White,Female,0,0,45,USA,0
36,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
32,private,dropout,married,whiteCollar,wife,White,Female,0,0,35,USA,0
58,private,masters_doctorate,married,professional,husband,White,Male,0,0,50,USA,1
38,private,bachelors,married,other,husband,White,Male,0,0,40,USA,1
26,fedGov,hs_grad,married,other,ownChild,White,Female,0,0,40,USA,0
60,private,hs_grad,married,whiteCollar,husband,White,Male,15024,0,40,USA,1
27,private,hs_grad,married,sales,husband,White,Male,0,0,50,notUSA,0
38,private,associates,married,blueCollar,husband,White,Male,0,0,48,USA,1
37,selfEmployed,hs_grad,married,sales,husband,White,Male,0,1485,44,USA,1
28,private,hs_grad,single,other,ownChild,White,Male,0,0,40,USA,0
38,selfEmployed,bachelors,married,sales,husband,White,Male,0,0,40,USA,1
29,private,hs_grad,married,sales,husband,White,Male,0,0,60,USA,1
19,private,hs_grad,single,other,ownChild,White,Female,0,1721,40,USA,0
28,private,bachelors,single,blueCollar,otherRelative,White,Male,0,0,25,USA,0
40,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,1
26,private,associates,married,blueCollar,ownChild,White,Male,0,0,40,USA,0
43,private,associates,married,sales,husband,Black,Male,0,0,60,USA,0
29,private,hs_grad,married,other,wife,White,Female,0,0,40,USA,1
25,fedGov,hs_grad,married,other,husband,Black,Male,0,0,40,USA,0
29,private,hs_grad,married,blueCollar,husband,Black,Male,0,0,40,USA,1
60,private,dropout,married,blueCollar,notInFamily,Other,Male,0,0,38,notUSA,0
31,private,bachelors,married,other,wife,White,Female,0,0,40,USA,0
51,otherGov,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
18,private,hs_grad,single,other,ownChild,White,Female,0,0,15,USA,0
36,private,bachelors,married,other,unmarried,White,Male,0,0,20,USA,0
35,private,bachelors,married,other,husband,AsianPacIslander,Male,0,0,40,notUSA,1
48,private,bachelors,married,other,ownChild,White,Male,0,0,38,USA,1
78,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,25,USA,0
72,private,bachelors,married,other,husband,White,Male,0,0,17,USA,0
24,private,hs_grad,single,whiteCollar,ownChild,White,Male,0,0,40,USA,0
36,private,dropout,single,other,notInFamily,Black,Male,13550,0,40,USA,1
48,private,hs_grad,married,blueCollar,husband,White,Male,0,0,30,USA,0
28,private,hs_grad,married,other,notInFamily,White,Female,0,0,40,USA,0
26,private,masters_doctorate,single,other,ownChild,White,Female,0,0,40,USA,0
29,private,bachelors,single,sales,notInFamily,White,Female,0,0,60,USA,0
47,private,dropout,married,other,husband,Black,Male,0,0,40,notUSA,0
50,private,bachelors,married,whiteCollar,notInFamily,White,Female,0,0,50,USA,1
35,fedGov,dropout,single,blueCollar,notInFamily,White,Male,0,0,40,notUSA,0
17,private,dropout,single,blueCollar,ownChild,White,Male,0,0,20,USA,0
41,private,hs_grad,married,blueCollar,husband,White,Male,0,0,48,USA,1
37,private,hs_grad,married,blueCollar,husband,White,Male,0,0,42,USA,0
35,otherGov,hs_grad,married,other,husband,AmerIndianEskimo,Male,0,0,40,USA,0
56,private,dropout,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
23,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
33,private,associates,married,professional,unmarried,White,Female,0,0,32,USA,0
79,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,1
28,private,bachelors,single,professional,notInFamily,Black,Male,0,0,40,USA,0
55,private,dropout,married,sales,ownChild,White,Female,0,0,20,USA,0
59,otherGov,masters_doctorate,married,professional,husband,White,Male,0,0,50,USA,0
22,private,bachelors,single,professional,ownChild,White,Female,0,0,40,USA,0
19,private,dropout,single,sales,ownChild,AsianPacIslander,Female,0,0,19,notUSA,0
41,private,dropout,married,blueCollar,notInFamily,White,Male,0,0,35,notUSA,0
32,private,associates,married,other,husband,White,Male,0,0,40,notUSA,0
45,private,hs_grad,married,other,unmarried,White,Female,0,0,35,USA,0
61,private,dropout,married,blueCollar,otherRelative,White,Female,0,0,45,notUSA,0
34,private,bachelors,single,sales,notInFamily,White,Female,0,0,40,USA,0
43,selfEmployed,associates,married,blueCollar,husband,White,Male,0,0,40,USA,0
38,private,bachelors,married,other,husband,White,Male,7298,0,50,USA,1
35,private,masters_doctorate,married,professional,husband,White,Male,0,0,60,USA,0
65,private,hs_grad,married,other,notInFamily,White,Male,0,0,20,USA,0
24,private,bachelors,married,whiteCollar,husband,White,Male,0,0,55,notUSA,1
37,private,hs_grad,married,other,husband,White,Male,0,0,40,USA,0
34,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,0
42,private,hs_grad,married,blueCollar,husband,White,Male,0,0,60,USA,1
18,private,dropout,single,other,ownChild,White,Female,0,0,40,USA,0
43,fedGov,hs_grad,married,whiteCollar,unmarried,AmerIndianEskimo,Female,0,0,15,USA,0
31,private,hs_grad,married,other,husband,White,Male,0,0,40,USA,1
19,private,hs_grad,single,sales,ownChild,White,Female,0,0,20,USA,0
40,selfEmployed,hs_grad,married,whiteCollar,husband,AsianPacIslander,Male,0,0,50,notUSA,0
32,private,bachelors,married,professional,husband,White,Male,0,0,40,USA,0
47,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,1
32,otherGov,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
46,selfEmployed,masters_doctorate,married,professional,notInFamily,White,Male,0,0,35,USA,0
40,private,bachelors,married,whiteCollar,husband,White,Male,0,0,65,USA,1
36,private,bachelors,single,blueCollar,notInFamily,White,Male,0,0,35,USA,0
33,private,associates,married,sales,husband,White,Male,0,0,36,USA,0
23,otherGov,dropout,single,blueCollar,notInFamily,White,Male,0,0,35,USA,0
21,private,dropout,married,blueCollar,ownChild,White,Male,0,0,40,USA,0
40,private,hs_grad,married,other,wife,Black,Female,0,0,32,USA,0
53,otherGov,masters_doctorate,married,professional,husband,White,Male,0,0,50,USA,1
53,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,72,USA,0
58,private,dropout,married,blueCollar,husband,Black,Male,0,0,60,USA,0
51,private,hs_grad,married,sales,husband,White,Male,0,0,55,USA,1
31,private,hs_grad,married,other,husband,White,Male,0,0,65,USA,0
35,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
31,otherGov,hs_grad,married,other,notInFamily,White,Female,0,0,35,USA,0
21,private,hs_grad,single,other,unmarried,White,Female,0,0,35,USA,0
39,selfEmployed,masters_doctorate,married,blueCollar,husband,White,Male,0,0,55,USA,1
36,private,prof_school,married,professional,wife,White,Female,15024,0,45,USA,1
51,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,1
18,private,dropout,single,other,ownChild,White,Male,0,0,12,USA,0
32,private,hs_grad,married,other,notInFamily,White,Male,0,0,48,USA,0
56,private,bachelors,married,other,notInFamily,White,Female,0,0,32,USA,0
35,private,associates,single,other,notInFamily,White,Male,0,0,40,USA,0
63,private,dropout,married,sales,unmarried,White,Female,0,0,40,USA,0
61,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,50,USA,1
23,private,hs_grad,single,other,ownChild,White,Male,0,0,40,USA,0
52,otherGov,masters_doctorate,married,professional,husband,White,Male,0,0,50,USA,1
19,private,hs_grad,single,sales,notInFamily,White,Male,0,0,50,USA,0
33,otherGov,masters_doctorate,married,professional,husband,White,Male,0,0,50,USA,1
35,private,bachelors,married,sales,husband,Black,Male,0,0,50,USA,0
35,private,hs_grad,married,blueCollar,notInFamily,White,Female,0,0,60,USA,1
38,private,prof_school,married,professional,wife,White,Female,0,0,40,USA,0
23,private,bachelors,single,other,notInFamily,White,Female,0,0,60,USA,0
22,private,associates,married,other,notInFamily,White,Male,0,0,60,USA,0
20,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,40,USA,0
19,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,40,USA,0
47,private,hs_grad,married,blueCollar,husband,Black,Male,0,0,40,USA,1
59,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
38,private,hs_grad,single,sales,ownChild,White,Female,0,0,40,USA,0
36,private,hs_grad,married,other,husband,White,Male,0,0,50,USA,0
27,private,dropout,single,other,otherRelative,White,Male,0,0,40,notUSA,0
24,private,associates,married,blueCollar,husband,White,Male,0,0,40,USA,0
35,private,hs_grad,single,other,ownChild,Black,Female,0,0,35,notUSA,0
22,otherGov,hs_grad,single,other,otherRelative,Black,Male,0,0,39,notUSA,0
37,private,hs_grad,married,blueCollar,husband,White,Male,0,0,52,USA,0
36,private,hs_grad,married,blueCollar,husband,White,Male,7298,0,40,USA,1
28,private,hs_grad,married,other,notInFamily,White,Female,0,0,25,USA,0
55,private,hs_grad,married,sales,wife,White,Female,0,0,50,USA,0
32,private,bachelors,married,sales,husband,White,Male,0,0,44,USA,0
47,otherGov,hs_grad,married,blueCollar,otherRelative,White,Male,0,0,45,USA,0
23,private,bachelors,single,other,notInFamily,White,Female,0,0,40,USA,0
50,otherGov,masters_doctorate,married,professional,notInFamily,White,Female,0,0,45,USA,0
40,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,84,USA,0
51,private,hs_grad,single,blueCollar,notInFamily,White,Female,0,1590,40,USA,0
34,private,hs_grad,single,professional,notInFamily,White,Female,0,1669,45,USA,0
28,private,bachelors,single,other,notInFamily,White,Female,0,0,40,USA,0
52,otherGov,masters_doctorate,married,professional,husband,White,Male,0,1887,70,notUSA,1
39,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,3103,0,60,USA,1
43,private,bachelors,married,other,husband,White,Male,0,0,40,USA,1
36,private,bachelors,single,professional,ownChild,White,Female,0,0,35,USA,1
25,private,bachelors,single,professional,ownChild,White,Female,0,0,15,USA,0
42,private,hs_grad,married,other,unmarried,White,Female,0,0,38,USA,0
35,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
43,private,masters_doctorate,married,whiteCollar,husband,White,Male,7688,0,53,USA,1
34,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
50,otherGov,bachelors,married,whiteCollar,husband,White,Male,0,0,38,USA,1
30,private,hs_grad,married,blueCollar,husband,White,Male,0,0,60,USA,0
44,private,masters_doctorate,married,professional,husband,White,Male,0,0,44,USA,1
52,private,associates,married,blueCollar,husband,White,Male,0,0,40,USA,0
35,private,associates,married,sales,husband,White,Male,0,0,60,USA,0
36,private,associates,married,professional,notInFamily,White,Male,0,0,40,USA,1
30,private,bachelors,single,whiteCollar,ownChild,AsianPacIslander,Female,0,0,52,notUSA,0
36,selfEmployed,bachelors,married,sales,husband,White,Male,15024,0,45,USA,1
39,private,bachelors,single,whiteCollar,notInFamily,White,Female,0,0,40,USA,0
25,private,dropout,married,blueCollar,husband,White,Male,0,0,96,notUSA,0
26,private,bachelors,single,other,notInFamily,White,Male,0,0,40,USA,0
20,private,hs_grad,single,sales,ownChild,Black,Female,0,0,20,USA,0
20,private,hs_grad,single,other,ownChild,White,Male,0,0,40,USA,0
26,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,50,USA,0
24,private,hs_grad,single,other,notInFamily,Black,Female,0,0,35,USA,0
48,private,bachelors,married,other,husband,White,Male,0,0,40,USA,1
62,private,hs_grad,married,other,unmarried,Black,Female,0,0,99,USA,0
48,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
52,private,bachelors,married,sales,husband,White,Male,0,0,40,USA,1
25,private,bachelors,single,sales,notInFamily,White,Male,0,0,44,USA,0
58,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
40,fedGov,bachelors,single,professional,notInFamily,White,Female,0,0,45,USA,0
19,private,hs_grad,single,other,otherRelative,White,Female,0,0,20,USA,0
37,private,dropout,single,blueCollar,notInFamily,Black,Male,0,0,40,USA,0
23,private,dropout,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
31,selfEmployed,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,60,USA,0
64,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,20,USA,0
28,otherGov,hs_grad,single,other,ownChild,White,Female,0,0,16,USA,0
32,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
49,otherGov,hs_grad,married,other,notInFamily,White,Female,0,0,44,USA,0
35,private,hs_grad,married,other,notInFamily,White,Female,0,0,40,USA,1
45,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,45,USA,1
39,private,dropout,married,blueCollar,husband,White,Male,15024,0,70,USA,1
46,selfEmployed,bachelors,married,other,unmarried,AsianPacIslander,Female,0,0,60,notUSA,1
19,private,hs_grad,single,other,ownChild,White,Female,0,0,16,USA,0
29,private,hs_grad,married,blueCollar,wife,White,Female,0,0,40,notUSA,0
25,otherGov,hs_grad,married,other,ownChild,White,Male,0,0,35,USA,0
37,private,bachelors,single,other,notInFamily,White,Female,0,0,40,USA,0
30,private,hs_grad,single,other,unmarried,White,Male,0,0,40,USA,0
28,private,hs_grad,married,blueCollar,husband,AsianPacIslander,Male,0,0,40,notUSA,0
36,fedGov,hs_grad,married,other,unmarried,Black,Female,6497,0,56,USA,0
32,private,hs_grad,single,whiteCollar,unmarried,Black,Female,0,0,35,USA,0
34,private,dropout,single,blueCollar,notInFamily,White,Male,0,0,40,USA,0
34,private,hs_grad,single,other,notInFamily,White,Female,0,0,36,USA,0
20,private,hs_grad,single,sales,ownChild,White,Female,0,0,40,USA,0
27,selfEmployed,masters_doctorate,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
36,fedGov,hs_grad,married,other,wife,White,Female,0,0,40,USA,0
35,private,hs_grad,married,sales,husband,White,Male,0,0,40,USA,0
37,private,hs_grad,married,whiteCollar,notInFamily,White,Male,0,0,35,USA,0
32,private,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,0
32,private,masters_doctorate,single,professional,notInFamily,White,Female,0,0,20,USA,0
52,private,hs_grad,married,sales,notInFamily,White,Female,0,0,48,USA,0
50,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,1
23,private,hs_grad,single,other,notInFamily,White,Female,0,0,30,USA,0
25,private,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,0
21,private,dropout,single,blueCollar,notInFamily,White,Male,0,0,50,notUSA,0
31,private,hs_grad,married,sales,notInFamily,White,Female,0,0,32,USA,0
31,selfEmployed,hs_grad,married,other,wife,White,Female,0,0,30,USA,0
41,private,associates,married,other,notInFamily,White,Male,0,0,40,USA,0
47,private,hs_grad,married,other,husband,White,Male,0,0,60,USA,0
20,private,hs_grad,single,other,notInFamily,White,Female,0,0,45,USA,0
29,private,dropout,married,blueCollar,notInFamily,Black,Female,0,0,25,USA,0
51,otherGov,hs_grad,married,other,notInFamily,White,Female,0,0,40,USA,0
30,otherGov,bachelors,married,professional,wife,White,Female,0,0,33,USA,1
48,private,bachelors,married,other,husband,White,Male,0,0,35,USA,1
39,private,hs_grad,married,whiteCollar,notInFamily,White,Male,14344,0,40,USA,1
62,private,bachelors,married,sales,husband,White,Male,0,0,35,USA,0
22,private,bachelors,single,other,notInFamily,White,Male,0,0,30,USA,0
46,fedGov,bachelors,married,whiteCollar,husband,White,Male,7688,0,40,USA,1
51,otherGov,masters_doctorate,married,professional,husband,White,Male,0,1977,35,USA,1
20,private,hs_grad,single,sales,notInFamily,White,Female,0,0,32,USA,0
40,selfEmployed,associates,married,sales,husband,White,Male,15024,0,50,USA,1
31,private,bachelors,single,other,notInFamily,White,Male,0,0,40,USA,0
30,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
52,private,hs_grad,married,other,wife,White,Female,0,0,38,USA,0
20,private,hs_grad,single,professional,otherRelative,White,Female,0,0,40,USA,0
37,otherGov,associates,married,whiteCollar,husband,White,Male,0,0,40,USA,1
65,private,bachelors,married,other,notInFamily,White,Female,0,0,40,USA,0
40,private,bachelors,single,professional,notInFamily,White,Male,4650,0,40,USA,0
60,otherGov,bachelors,married,other,husband,White,Male,7298,0,48,USA,1
27,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,35,notUSA,0
62,private,bachelors,married,sales,husband,White,Male,0,0,60,USA,1
53,private,hs_grad,married,sales,notInFamily,White,Female,0,0,35,USA,0
38,private,bachelors,married,sales,husband,White,Male,0,0,50,USA,1
49,private,associates,married,professional,husband,White,Male,0,0,40,USA,0
21,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
18,private,hs_grad,single,other,ownChild,White,Male,0,0,40,USA,0
25,private,bachelors,single,professional,otherRelative,White,Male,0,0,40,USA,0
36,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
52,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,55,USA,1
19,private,hs_grad,single,other,ownChild,White,Male,0,0,14,USA,0
23,private,bachelors,single,other,notInFamily,White,Female,0,0,40,USA,0
63,selfEmployed,bachelors,married,sales,husband,White,Male,0,0,15,USA,0
63,selfEmployed,associates,married,other,husband,White,Male,0,0,45,USA,0
62,selfEmployed,bachelors,married,sales,notInFamily,White,Male,99999,0,40,USA,1
51,selfEmployed,associates,married,sales,husband,White,Male,3103,0,30,USA,1
76,otherGov,hs_grad,married,other,notInFamily,White,Female,0,0,30,USA,0
50,private,hs_grad,married,blueCollar,husband,White,Male,5013,0,45,USA,0
45,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,1
44,selfEmployed,hs_grad,married,sales,ownChild,White,Male,0,0,45,USA,1
51,private,dropout,married,blueCollar,husband,Black,Male,0,0,40,USA,0
42,otherGov,bachelors,single,whiteCollar,ownChild,White,Male,4650,0,35,USA,0
43,otherGov,masters_doctorate,married,professional,husband,White,Male,0,0,40,USA,1
53,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
29,private,associates,married,other,husband,White,Male,0,0,40,USA,0
41,private,hs_grad,married,professional,husband,White,Male,0,0,40,USA,0
44,fedGov,hs_grad,married,blueCollar,unmarried,White,Male,0,0,40,USA,0
35,private,dropout,married,other,notInFamily,Black,Female,0,1980,40,USA,0
27,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
35,private,hs_grad,married,professional,husband,White,Male,0,0,50,USA,0
60,private,associates,married,blueCollar,notInFamily,White,Female,0,0,30,USA,0
49,private,hs_grad,married,whiteCollar,notInFamily,White,Male,14344,0,45,USA,1
33,private,bachelors,married,whiteCollar,husband,White,Male,0,0,45,USA,0
35,private,bachelors,married,sales,husband,White,Male,0,0,40,USA,1
31,otherGov,hs_grad,married,other,husband,White,Male,0,0,38,USA,0
54,private,hs_grad,married,other,husband,White,Male,7298,0,60,USA,1
57,selfEmployed,masters_doctorate,married,professional,husband,White,Male,0,0,35,USA,0
30,private,dropout,single,blueCollar,ownChild,White,Male,0,0,45,USA,0
45,private,dropout,single,blueCollar,notInFamily,AsianPacIslander,Male,0,0,40,notUSA,0
41,private,hs_grad,married,blueCollar,husband,White,Male,7298,0,42,USA,1
25,private,bachelors,single,other,ownChild,White,Male,0,0,18,USA,0
51,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,1
42,private,dropout,married,other,otherRelative,White,Male,0,0,40,notUSA,0
28,private,associates,single,blueCollar,notInFamily,White,Male,0,0,45,USA,0
53,fedGov,bachelors,married,other,notInFamily,AmerIndianEskimo,Male,0,0,40,USA,0
31,private,bachelors,single,whiteCollar,notInFamily,White,Female,13550,0,50,USA,1
46,private,dropout,married,other,husband,Black,Male,7688,0,40,USA,1
25,fedGov,hs_grad,single,other,otherRelative,White,Female,0,0,40,USA,0
47,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
30,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
48,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
22,private,hs_grad,single,other,ownChild,Black,Male,0,0,40,USA,0
32,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,30,USA,0
33,selfEmployed,masters_doctorate,single,professional,notInFamily,White,Male,0,0,45,USA,1
31,private,hs_grad,married,other,husband,White,Male,0,0,40,USA,0
43,private,hs_grad,married,other,wife,White,Female,0,0,20,notUSA,1
26,private,associates,single,other,notInFamily,White,Female,0,0,40,USA,0
34,private,hs_grad,married,blueCollar,husband,Black,Male,0,0,40,USA,0
50,otherGov,bachelors,married,professional,wife,White,Female,0,0,40,USA,1
30,otherGov,hs_grad,married,other,unmarried,Black,Female,0,0,40,USA,0
17,private,dropout,single,other,ownChild,White,Male,0,0,20,USA,0
35,otherGov,masters_doctorate,single,professional,ownChild,Black,Female,0,0,40,USA,0
29,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
27,fedGov,associates,married,other,husband,White,Male,4064,0,40,notUSA,0
34,private,bachelors,single,sales,ownChild,White,Male,0,0,40,USA,1
32,private,hs_grad,married,blueCollar,notInFamily,White,Female,0,0,40,USA,0
47,fedGov,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
40,private,hs_grad,single,sales,notInFamily,White,Female,0,0,40,USA,0
26,private,associates,single,other,notInFamily,White,Female,0,0,40,USA,0
30,private,hs_grad,single,other,notInFamily,White,Female,0,0,40,notUSA,0
54,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
53,private,bachelors,married,professional,husband,White,Male,0,0,55,USA,1
43,private,dropout,married,blueCollar,notInFamily,Black,Male,0,0,40,USA,0
25,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,20,USA,0
39,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
57,otherGov,hs_grad,married,blueCollar,husband,White,Male,0,0,25,USA,1
47,private,hs_grad,married,other,husband,White,Male,0,0,34,USA,0
45,private,hs_grad,married,other,otherRelative,Black,Female,0,0,35,USA,0
24,otherGov,bachelors,single,professional,notInFamily,White,Male,0,0,40,USA,0
32,selfEmployed,dropout,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
25,private,hs_grad,single,sales,notInFamily,White,Male,0,0,35,USA,0
57,private,dropout,married,blueCollar,notInFamily,White,Female,0,0,40,USA,0
28,private,bachelors,married,professional,wife,White,Female,0,1977,24,USA,1
28,private,hs_grad,married,sales,husband,White,Male,0,0,51,notUSA,0
27,private,bachelors,single,professional,notInFamily,White,Female,0,0,55,USA,0
28,private,bachelors,single,other,notInFamily,White,Female,0,0,20,USA,0
44,selfEmployed,hs_grad,married,blueCollar,husband,AsianPacIslander,Male,0,0,42,notUSA,0
27,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,45,USA,0
61,private,bachelors,married,whiteCollar,husband,White,Male,0,0,40,USA,0
25,private,dropout,single,other,notInFamily,White,Male,0,0,99,USA,0
28,private,dropout,single,blueCollar,ownChild,Black,Female,0,0,24,USA,0
20,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
33,private,associates,single,sales,ownChild,AsianPacIslander,Male,0,0,40,notUSA,0
38,otherGov,hs_grad,married,other,notInFamily,White,Male,0,0,40,USA,0
31,private,hs_grad,single,sales,unmarried,Black,Female,0,0,25,USA,0
40,private,masters_doctorate,single,professional,notInFamily,White,Female,0,0,45,USA,1
43,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,55,USA,1
38,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,60,USA,1
19,private,hs_grad,single,whiteCollar,ownChild,Black,Male,0,0,30,USA,0
56,private,associates,married,other,husband,White,Male,0,0,50,USA,0
38,private,masters_doctorate,married,whiteCollar,notInFamily,White,Male,0,0,45,USA,1
22,private,hs_grad,married,other,wife,White,Female,4508,0,40,USA,0
18,otherGov,hs_grad,single,other,ownChild,White,Male,0,0,25,USA,0
68,private,hs_grad,married,other,notInFamily,White,Female,0,0,20,USA,0
35,private,associates,married,blueCollar,notInFamily,White,Male,0,0,50,USA,0
32,private,dropout,married,blueCollar,unmarried,White,Male,0,0,40,USA,0
